PassengerId,SibSp,Parch,Fare,SibSpMinusParch,SibSpPlusParch,Alone,WithParentsOrChildren,WithSiblingsOrSpouses,Sex_enc,Embarked_enc,Title_enc,Ticket_Type_enc,Cabin_Type_enc,Age_Bucket_enc,Fare_Bucket_enc,SibSp_Bucket_enc,Parch_Bucket_enc,Pclass_enc,Sex_enc_%,Embarked_enc_%,Title_enc_%,Ticket_Type_enc_%,Cabin_Type_enc_%,Age_Bucket_enc_%,Fare_Bucket_enc_%,SibSp_Bucket_enc_%,Parch_Bucket_enc_%,Pclass_enc_%
588,0.125,0.16666666666666666,0.7025447166880028,0.4545454545454546,0.2,0.0,1.0,1.0,0.0,1.0,0.0,0.75,1.0,0.4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.788032454361055,1.0,0.09116120597440691,0.9999999999999999,0.5202702702702703,0.5402298850574713,0.9999999999999999
827,0.0,0.0,0.6492173620225161,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.20378352490421459,0.0,0.03295445024715837,0.9999999999999999,0.3523809523809524,0.34334763948497854,0.0
228,0.0,0.0,0.33812548386615277,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3523809523809524,0.34334763948497854,0.0
63,0.125,0.0,0.7108659481313712,0.5454545454545455,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.75,1.0,0.4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.788032454361055,1.0,0.09116120597440691,0.9999999999999999,0.5202702702702703,0.34334763948497854,0.9999999999999999
175,0.0,0.0,0.5537942554801266,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.75,1.0,0.4,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.788032454361055,1.0,0.09116120597440691,0.5032544729032004,0.3523809523809524,0.34334763948497854,0.9999999999999999
872,0.125,0.16666666666666666,0.6378379970302275,0.4545454545454546,0.2,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.4,1.0,1.0,1.0,1.0,1.0000000000000002,0.0,1.0,0.788032454361055,1.0,0.09116120597440691,0.9999999999999999,0.5202702702702703,0.5402298850574713,0.9999999999999999
298,0.125,0.3333333333333333,0.8055694580427181,0.36363636363636365,0.30000000000000004,0.0,1.0,1.0,1.0,0.0,0.75,0.25,1.0,1.0,1.0,1.0,0.5,1.0,1.0000000000000002,0.0,0.8790347405176311,0.16719780903771952,1.0,1.0000000000000004,0.9999999999999999,0.5202702702702703,0.4411764705882353,0.9999999999999999
33,0.0,0.0,0.34755366512192026,0.4545454545454546,0.0,1.0,0.0,0.0,1.0,0.5,0.75,0.25,0.0,0.2,0.0,0.5,0.0,0.0,1.0000000000000002,0.2573283493999605,0.8790347405176311,0.16719780903771952,0.0,0.03295445024715837,0.0,0.3523809523809524,0.34334763948497854,0.0
440,0.0,0.0,0.39134423619738523,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.457773204918448,0.0,0.3523809523809524,0.34334763948497854,0.5561174186010535
35,0.125,0.0,0.7083728358165282,0.5454545454545455,0.1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6000000000000001,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.457773204918448,0.9999999999999999,0.5202702702702703,0.34334763948497854,0.9999999999999999
328,0.0,0.0,0.42286368807669106,0.4545454545454546,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,0.8,0.5,0.5,0.0,0.5,1.0000000000000002,0.0,1.0,0.788032454361055,1.0,0.5194730716683256,0.5032544729032004,0.3523809523809524,0.34334763948497854,0.5561174186010535
782,0.125,0.0,0.6506163725193498,0.5454545454545455,0.1,0.0,0.0,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,1.0000000000000002,0.0,1.0,0.788032454361055,1.0,1.0000000000000004,0.9999999999999999,0.5202702702702703,0.34334763948497854,0.9999999999999999
589,0.0,0.0,0.3529552840548492,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.788032454361055,0.0,0.0,0.0,0.3523809523809524,0.34334763948497854,0.0
515,0.0,0.0,0.34282971590727757,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.16719780903771952,0.0,0.0,0.0,0.3523809523809524,0.34334763948497854,0.0
340,0.0,0.0,0.5764076106287911,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.4,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.16719780903771952,1.0,0.09116120597440691,0.5032544729032004,0.3523809523809524,0.34334763948497854,0.9999999999999999
571,0.0,0.0,0.39134423619738523,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.09116120597440691,0.0,0.3523809523809524,0.34334763948497854,0.5561174186010535
639,0.0,0.8333333333333333,0.5938102861020564,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8,0.5,0.5,0.5,0.0,1.0000000000000002,0.0,1.0,0.0,0.0,0.5194730716683256,0.5032544729032004,0.3523809523809524,0.4411764705882353,0.0
369,0.0,0.0,0.34755366512192026,0.4545454545454546,0.0,1.0,0.0,0.0,1.0,0.5,0.75,0.75,0.0,0.2,0.0,0.5,0.0,0.0,1.0000000000000002,0.2573283493999605,0.8790347405176311,0.788032454361055,0.0,0.03295445024715837,0.0,0.3523809523809524,0.34334763948497854,0.0
852,0.0,0.0,0.34801082050793586,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.16719780903771952,0.0,0.09116120597440691,0.0,0.3523809523809524,0.34334763948497854,0.0
194,0.125,0.16666666666666666,0.5281013477114938,0.4545454545454546,0.2,0.0,1.0,1.0,0.0,0.0,0.5,0.25,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.6960460325542543,0.16719780903771952,1.0,1.0000000000000004,0.5032544729032004,0.5202702702702703,0.5402298850574713,0.5561174186010535
191,0.0,0.0,0.42286368807669106,0.4545454545454546,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.0,0.6000000000000001,0.5,0.5,0.0,0.5,1.0000000000000002,0.0,1.0,0.16719780903771952,0.0,0.457773204918448,0.5032544729032004,0.3523809523809524,0.34334763948497854,0.5561174186010535
661,0.25,0.0,0.7855702199804014,0.6363636363636365,0.2,0.0,0.0,1.0,0.0,0.0,0.25,1.0,0.0,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.5136453838731407,1.0,0.0,0.09116120597440691,0.9999999999999999,0.22641509433962265,0.34334763948497854,0.9999999999999999
224,0.0,0.0,0.3502016019446998,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.16719780903771952,0.0,0.03295445024715837,0.0,0.3523809523809524,0.34334763948497854,0.0
105,0.25,0.0,0.35072669661240763,0.6363636363636365,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5194730716683256,0.0,0.22641509433962265,0.34334763948497854,0.0
293,0.0,0.0,0.4214266124878081,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.5194730716683256,0.5032544729032004,0.3523809523809524,0.34334763948497854,0.5561174186010535
371,0.125,0.0,0.6462524686274448,0.5454545454545455,0.1,0.0,0.0,1.0,0.0,1.0,0.0,0.75,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.788032454361055,1.0,0.0,0.9999999999999999,0.5202702702702703,0.34334763948497854,0.9999999999999999
848,0.0,0.0,0.3502016019446998,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.8,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.16719780903771952,0.0,0.5194730716683256,0.0,0.3523809523809524,0.34334763948497854,0.0
676,0.0,0.0,0.34801082050793586,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.16719780903771952,0.0,1.0000000000000004,0.0,0.3523809523809524,0.34334763948497854,0.0
36,0.125,0.0,0.6361712049470615,0.5454545454545455,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.16719780903771952,0.0,0.5194730716683256,0.9999999999999999,0.5202702702702703,0.34334763948497854,0.9999999999999999
751,0.125,0.16666666666666666,0.5092286357428653,0.4545454545454546,0.2,0.0,1.0,1.0,1.0,0.0,0.75,0.75,0.0,1.0,0.5,1.0,1.0,0.5,1.0000000000000002,0.0,0.8790347405176311,0.788032454361055,0.0,1.0000000000000004,0.5032544729032004,0.5202702702702703,0.5402298850574713,0.5561174186010535
653,0.0,0.0,0.3596019390794455,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.20378352490421459,0.0,0.0,0.0,0.3523809523809524,0.34334763948497854,0.0
50,0.125,0.0,0.4701002597957256,0.5454545454545455,0.1,0.0,0.0,1.0,1.0,0.0,1.0,0.25,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,0.0,1.0,0.16719780903771952,0.0,1.0000000000000004,0.5032544729032004,0.5202702702702703,0.34334763948497854,0.0
720,0.0,0.0,0.34801082050793586,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.16719780903771952,0.0,0.5194730716683256,0.0,0.3523809523809524,0.34334763948497854,0.0
183,0.5,0.3333333333333333,0.5572534209632187,0.6363636363636365,0.6000000000000001,0.0,1.0,1.0,0.0,0.0,0.5,0.25,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.6960460325542543,0.16719780903771952,0.0,1.0000000000000004,0.5032544729032004,0.22641509433962265,0.4411764705882353,0.0
597,0.0,0.0,0.5650388114700938,0.4545454545454546,0.0,1.0,0.0,0.0,1.0,0.0,0.75,0.25,0.0,0.2,0.5,0.5,0.0,0.5,1.0000000000000002,0.0,0.8790347405176311,0.16719780903771952,0.0,0.03295445024715837,0.5032544729032004,0.3523809523809524,0.34334763948497854,0.5561174186010535
619,0.25,0.16666666666666666,0.5910796833899638,0.5454545454545455,0.30000000000000004,0.0,1.0,1.0,1.0,0.0,0.75,0.25,1.0,1.0,0.5,0.0,1.0,0.5,1.0000000000000002,0.0,0.8790347405176311,0.16719780903771952,1.0,1.0000000000000004,0.5032544729032004,0.22641509433962265,0.5402298850574713,0.5561174186010535
129,0.125,0.16666666666666666,0.5048860932177652,0.4545454545454546,0.2,0.0,1.0,1.0,1.0,1.0,0.75,0.5,1.0,0.2,0.5,1.0,1.0,0.0,1.0000000000000002,1.0,0.8790347405176311,0.20378352490421459,1.0,0.03295445024715837,0.5032544729032004,0.5202702702702703,0.5402298850574713,0.0
352,0.0,0.0,0.5741974672559074,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.2,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.16719780903771952,1.0,0.03295445024715837,0.5032544729032004,0.3523809523809524,0.34334763948497854,0.9999999999999999
816,0.0,0.0,0.0,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.2,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.16719780903771952,1.0,0.03295445024715837,0.0,0.3523809523809524,0.34334763948497854,0.9999999999999999
736,0.0,0.0,0.45491364524217526,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.6000000000000001,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.788032454361055,0.0,0.457773204918448,0.5032544729032004,0.3523809523809524,0.34334763948497854,0.0
760,0.0,0.0,0.7165034463969725,0.4545454545454546,0.0,1.0,0.0,0.0,1.0,0.0,0.25,0.25,1.0,0.8,1.0,0.5,0.0,1.0,1.0000000000000002,0.0,0.5136453838731407,0.16719780903771952,1.0,0.5194730716683256,0.9999999999999999,0.3523809523809524,0.34334763948497854,0.9999999999999999
763,0.0,0.0,0.3377209927336551,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.20378352490421459,0.0,0.0,0.0,0.3523809523809524,0.34334763948497854,0.0
498,0.0,0.0,0.44525814299902416,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03295445024715837,0.5032544729032004,0.3523809523809524,0.34334763948497854,0.0
101,0.0,0.0,0.3502016019446998,0.4545454545454546,0.0,1.0,0.0,0.0,1.0,0.0,0.75,0.25,0.0,0.6000000000000001,0.0,0.5,0.0,0.0,1.0000000000000002,0.0,0.8790347405176311,0.16719780903771952,0.0,0.457773204918448,0.0,0.3523809523809524,0.34334763948497854,0.0
172,0.5,0.16666666666666666,0.5456498136790771,0.7272727272727273,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.2573283493999605,0.6960460325542543,0.16719780903771952,0.0,1.0000000000000004,0.5032544729032004,0.22641509433962265,0.5402298850574713,0.0
240,0.0,0.0,0.4143433441168874,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5194730716683256,0.5032544729032004,0.3523809523809524,0.34334763948497854,0.5561174186010535
201,0.0,0.0,0.3767675685322775,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.6000000000000001,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.16719780903771952,0.0,0.457773204918448,0.0,0.3523809523809524,0.34334763948497854,0.0
226,0.0,0.0,0.37446202006332885,0.4545454545454546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3523809523809524,0.34334763948497854,0.0
112,0.125,0.0,0.4386984565615303,0.5454545454545455,0.1,0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0000000000000002,1.0,0.8790347405176311,0.20378352490421459,0.0,1.0000000000000004,0.5032544729032004,0.5202702702702703,0.34334763948497854,0.0
